,Onset Timestamp,Onset Flux,Threshold Timestamp,Threshold Flux,Peak Timestamp,Peak Flux,End Timestamp,End Flux,Storm Duration
22,2001-06-15 17:00:00,0.23781903769934676,2001-06-15 22:00:00,11.374103724396305,2001-06-15 22:00:00,11.374103724396305,2001-06-17 10:00:00,1.606643594522542,1 days 17:00:00
23,2001-08-09 22:00:00,0.8671136246496283,2001-08-10 11:00:00,18.126516411508774,2001-08-10 11:00:00,18.126516411508774,2001-08-11 05:00:00,1.7274738700234895,1 days 07:00:00
24,2001-08-16 01:00:00,0.5524300857658424,2001-08-16 06:00:00,10.032505483077776,2001-08-16 12:00:00,21.27311463451958,2001-08-17 20:00:00,1.4397355949366029,1 days 19:00:00
25,2001-09-24 14:00:00,1.421321821142534,2001-09-24 17:00:00,11.95487863158586,2001-09-25 22:00:00,700.20301636488,2001-09-30 07:00:00,1.940186399980917,5 days 17:00:00
26,2001-10-01 12:00:00,1.8832830357006825,2001-10-01 16:00:00,12.06433453853813,2001-10-02 07:00:00,84.58585564479873,2001-10-05 22:00:00,1.9041839606686173,4 days 10:00:00
27,2001-11-04 16:00:00,0.007696352114567852,2001-11-04 20:00:00,15.70054816928889,2001-11-06 03:00:00,457.19795276082306,2001-11-10 16:00:00,1.9670398641164744,6 days 00:00:00
28,2001-11-18 22:00:00,1.5529156354547238,2001-11-19 17:00:00,11.738624576260118,2001-11-20 01:00:00,62.425604582079046,2001-11-22 03:00:00,1.9126170444838528,3 days 05:00:00
29,2001-11-23 00:00:00,0.9001289198409708,2001-11-23 03:00:00,15.339140382827416,2001-11-24 12:00:00,472.9002223403233,2001-11-27 23:00:00,1.9399782768868346,4 days 23:00:00
30,2001-12-26 04:00:00,0.0016758681168906279,2001-12-26 08:00:00,10.080740602899334,2001-12-26 15:00:00,72.2408336846328,2001-12-30 11:00:00,1.9013168163721912,4 days 07:00:00
31,2001-12-26 04:00:00,0.0016758681168906279,2001-12-26 08:00:00,10.080740602899334,2001-12-31 13:00:00,13.190625126124758,2002-01-06 10:00:00,1.998639956032134,11 days 06:00:00
32,2002-01-10 19:00:00,0.7308857996306954,2002-01-10 22:00:00,11.952064240646285,2002-01-11 05:00:00,30.938732232844586,2002-01-16 15:00:00,1.9167289350437249,5 days 20:00:00
