,Onset Timestamp,Onset Flux,Threshold Timestamp,Threshold Flux,Peak Timestamp,Peak Flux,End Timestamp,End Flux,Storm Duration
0,1997-11-06 13:00:00,0.994948885920889,1997-11-06 22:00:00,13.861737325350433,1997-11-07 06:00:00,48.236460033668166,1997-11-09 13:00:00,1.5295113238431561,3 days 00:00:00
1,1998-04-20 17:00:00,0.607296444531606,1998-04-21 00:00:00,11.187187714425708,1998-04-21 10:00:00,31.83713208913875,1998-04-23 22:00:00,1.8742750147631324,3 days 05:00:00
2,1998-05-06 07:00:00,0.05590195892454757,1998-05-06 10:00:00,17.48276076920939,1998-05-06 10:00:00,17.48276076920939,1998-05-07 08:00:00,1.295520999830822,1 days 01:00:00
3,1998-11-06 05:00:00,1.0568920446322667,1998-11-06 09:00:00,10.984582668187034,1998-11-06 15:00:00,17.35356175645331,1998-11-08 09:00:00,1.7208389301968308,2 days 04:00:00
4,1998-11-14 09:00:00,0.8798827614601026,1998-11-14 13:00:00,13.861131529260739,1998-11-14 13:00:00,13.861131529260739,1998-11-21 16:00:00,0.0028320468087315257,7 days 07:00:00
5,1999-04-24 16:00:00,0.11571551851854533,1999-04-25 01:00:00,11.289432070424539,1999-04-25 01:00:00,11.289432070424539,1999-04-25 13:00:00,1.950103497659654,0 days 21:00:00
6,1999-05-05 13:00:00,1.021367518589549,1999-05-06 01:00:00,12.007921996792561,1999-05-06 01:00:00,12.007921996792561,1999-05-07 15:00:00,1.9256222664102953,2 days 02:00:00
7,1999-06-04 08:00:00,0.29268504917080357,1999-06-04 11:00:00,13.955859431535385,1999-06-04 14:00:00,27.388799449271794,1999-06-06 07:00:00,1.9979604943051958,1 days 23:00:00
8,2000-04-04 17:00:00,0.012237082913035942,2000-04-05 01:00:00,11.36491374272364,2000-04-05 19:00:00,51.05635370867169,2000-04-06 19:00:00,1.718518928936037,2 days 02:00:00
9,2000-06-07 04:00:00,0.8814134010972023,2000-06-07 15:00:00,11.314685060949927,2000-06-08 11:00:00,133.65905611627898,2000-06-09 19:00:00,1.7934903822465278,2 days 15:00:00
10,2000-07-13 06:00:00,1.8144407746548112,2000-07-14 13:00:00,18.96648688183825,2000-07-15 15:00:00,423.557412902782,2000-07-19 17:00:00,1.887673242668917,6 days 11:00:00
11,2000-08-11 12:00:00,0.33663834198226006,2000-08-11 15:00:00,10.65748032002089,2000-08-11 16:00:00,18.807017537654954,2000-08-11 17:00:00,1.9104376125129907,0 days 05:00:00
12,2000-09-12 17:00:00,1.3528657484657924,2000-09-12 19:00:00,18.02609455337034,2000-09-13 06:00:00,183.80649198598118,2000-09-17 22:00:00,1.0232888307014203,5 days 05:00:00
13,2000-09-12 17:00:00,1.3528657484657924,2000-09-12 19:00:00,18.02609455337034,2000-09-17 10:00:00,22.05389676344827,2000-09-17 22:00:00,1.0232888307014203,5 days 05:00:00
14,2000-11-08 22:00:00,0.0008105671854707766,2000-11-09 00:00:00,37.57679314035069,2000-11-09 22:00:00,350.42226773730135,2000-11-11 08:00:00,1.823125045735853,2 days 10:00:00
15,2000-11-24 13:00:00,1.3308680873655945,2000-11-24 20:00:00,16.274818955797848,2000-11-26 20:00:00,97.18345590880092,2000-11-29 16:00:00,1.6310683265023593,5 days 03:00:00
16,2001-01-29 00:00:00,0.5329681034252995,2001-01-29 05:00:00,18.690710447510593,2001-01-29 12:00:00,77.21627902433697,2001-01-30 15:00:00,1.819959870407569,1 days 15:00:00
17,2001-04-03 00:00:00,0.4573197097537144,2001-04-03 05:00:00,20.641183598674353,2001-04-03 21:00:00,72.92531667521267,2001-04-08 12:00:00,1.8865417739660713,5 days 12:00:00
18,2001-04-10 08:00:00,0.7563515651374317,2001-04-10 13:00:00,11.237079970936831,2001-04-11 20:00:00,144.13612349902536,2001-04-13 15:00:00,1.991667984797157,3 days 07:00:00
19,2001-04-15 14:00:00,0.6937288823164635,2001-04-15 17:00:00,13.921976248588877,2001-04-16 01:00:00,91.48189582246033,2001-04-18 00:00:00,1.5544467486518432,2 days 10:00:00
20,2001-04-27 14:00:00,1.3383804392560879,2001-04-28 01:00:00,10.91356298167705,2001-04-28 04:00:00,80.10558439571118,2001-04-28 15:00:00,1.7425482234889014,1 days 01:00:00
21,2001-05-07 15:00:00,0.2250857770056598,2001-05-08 01:00:00,10.529416810616583,2001-05-08 12:00:00,13.848477892284421,2001-05-09 02:00:00,1.038205169099174,1 days 11:00:00
