forecast_out,n_seeds,mae_mean,mae_std,persist_mae_mean,persist_mae_std,r2_mean,r2_std,mse_mean,mse_std,model_lag_mean,model_lag_std,persist_lag_mean,persist_lag_std,predictve_efficiency_mean,predictve_efficiency_std
6,5,0.3320217877156796,0.01816905209073756,0.26130899885873266,0.0,0.8533805968158201,0.011947509624246488,0.1716191447749522,0.013984652367790677,3.2153846153846155,0.2516219574430173,2.3076923076923075,0.0,0.8533805968158201,0.011947509624246488
12,5,0.3806297347391173,0.007171993889820096,0.3612432708140095,0.0,0.7825301381742925,0.006361239989943661,0.2664790066120317,0.007794813033446855,3.646153846153846,0.0688020916153781,3.0,0.0,0.7825301381742925,0.006361239989943622
